学号,科目,成绩
20230825,数据库原理,62
20230825,高等数学,65
20230825,操作系统,80
20230826,操作系统,80
20230826,计算机网络,91
20230826,数据结构,83
20230826,线性代数,70
20230826,概率统计,100
20230827,操作系统,96
20230827,线性代数,39
20230827,计算机网络,81
20230827,数据库原理,70
20230827,高等数学,66
20230828,概率统计,87
20230828,数据库原理,84
20230828,计算机网络,68
20230828,线性代数,59
20230828,数据结构,68
20230828,操作系统,83
20230828,高等数学,73
20230829,概率统计,79
20230829,操作系统,60
20230829,计算机网络,100
20230829,线性代数,81
20230829,高等数学,57
20230830,计算机网络,75
20230830,操作系统,77
20230830,概率统计,76
20230830,线性代数,97
20230830,高等数学,59
20230830,数据库原理,97
20230830,数据结构,59
20230831,线性代数,100
20230831,概率统计,54
20230831,数据结构,53
20230831,高等数学,82
20230831,操作系统,91
20230832,操作系统,57
20230832,计算机网络,42
20230832,线性代数,81
20230832,数据库原理,78
20230832,高等数学,59
20230832,数据结构,94
20230833,概率统计,94
20230833,数据库原理,90
20230833,计算机网络,85
20230833,高等数学,78
20230833,操作系统,74
20230833,线性代数,64
20230834,概率统计,54
20230834,线性代数,62
20230834,数据库原理,70
20230834,数据结构,65
20230834,计算机网络,99
20230835,数据结构,87
20230835,计算机网络,84
20230835,概率统计,42
20230835,数据库原理,88
20230835,高等数学,77
20230835,线性代数,69
20230836,数据库原理,73
20230836,线性代数,79
20230836,计算机网络,66
20230836,高等数学,84
20230836,数据结构,98
20230836,概率统计,69
20230836,操作系统,86
20230837,数据库原理,84
20230837,概率统计,77
20230837,操作系统,73
20230837,线性代数,100
20230837,计算机网络,79
20230838,线性代数,66
20230838,操作系统,69
20230838,高等数学,64
20230838,计算机网络,91
20230838,概率统计,44
20230838,数据库原理,88
20230838,数据结构,100
20230839,操作系统,67
20230839,数据库原理,77
20230839,高等数学,51
20230839,数据结构,76
20230839,线性代数,59
20230840,概率统计,58
20230840,高等数学,73
20230840,操作系统,65
20230840,线性代数,96
20230840,数据结构,78
20230840,计算机网络,56
20230840,数据库原理,87
20230841,数据库原理,79
20230841,线性代数,73
20230841,操作系统,78
20230841,数据结构,68
20230841,计算机网络,63
20230841,概率统计,75
20230841,高等数学,79
20230842,高等数学,62
20230842,计算机网络,63
20230842,线性代数,82
20230842,数据库原理,88
20230842,操作系统,54
20230842,概率统计,80
20230842,数据结构,74
20230843,数据结构,75
20230843,操作系统,43
20230843,数据库原理,99
20230843,高等数学,68
20230843,概率统计,42
20230843,线性代数,81
20230843,计算机网络,69
20230844,概率统计,54
20230844,操作系统,73
20230844,计算机网络,92
20230844,数据结构,82
20230844,数据库原理,86
20230844,高等数学,54
20230844,线性代数,64
20230845,线性代数,70
20230845,数据结构,76
20230845,数据库原理,100
20230845,计算机网络,68
20230845,操作系统,85
20230846,数据库原理,76
20230846,高等数学,91
20230846,操作系统,87
20230846,数据结构,67
20230846,计算机网络,62
20230847,计算机网络,100
20230847,概率统计,55
20230847,高等数学,86
20230847,线性代数,95
20230847,数据结构,99
20230848,数据库原理,89
20230848,线性代数,67
20230848,概率统计,85
20230848,数据结构,100
20230848,计算机网络,61
20230848,高等数学,87
20230848,操作系统,77
20230849,线性代数,80
20230849,数据库原理,87
20230849,数据结构,82
20230849,操作系统,77
20230849,概率统计,64
20230849,高等数学,70
20230850,数据结构,65
20230850,数据库原理,87
20230850,概率统计,68
20230850,计算机网络,68
20230850,高等数学,71
20230851,数据库原理,65
20230851,数据结构,88
20230851,高等数学,77
20230851,计算机网络,50
20230851,概率统计,78
20230851,操作系统,61
20230852,概率统计,61
20230852,计算机网络,80
20230852,线性代数,57
20230852,数据结构,81
20230852,操作系统,75
20230852,数据库原理,86
20230852,高等数学,66
20230853,数据库原理,86
20230853,数据结构,46
20230853,高等数学,96
20230853,概率统计,77
20230853,计算机网络,76
20230853,操作系统,63
20230854,数据结构,87
20230854,计算机网络,76
20230854,概率统计,90
20230854,线性代数,58
20230854,数据库原理,65
20230855,概率统计,58
20230855,高等数学,66
20230855,数据结构,85
20230855,计算机网络,50
20230855,操作系统,63
20230855,数据库原理,86
20230855,线性代数,75
20230856,高等数学,70
20230856,数据结构,88
20230856,数据库原理,66
20230856,概率统计,70
20230856,线性代数,75
20230856,计算机网络,80
20230857,计算机网络,76
20230857,高等数学,78
20230857,操作系统,74
20230857,线性代数,84
20230857,数据库原理,61
20230857,数据结构,75
20230857,概率统计,68
20230858,线性代数,74
20230858,操作系统,79
20230858,数据结构,53
20230858,高等数学,75
20230858,数据库原理,69
20230858,概率统计,100
20230858,计算机网络,57
20230859,计算机网络,98
20230859,概率统计,57
20230859,数据库原理,77
20230859,数据结构,57
20230859,操作系统,76
20230860,概率统计,91
20230860,计算机网络,42
20230860,操作系统,100
20230860,数据结构,42
20230860,数据库原理,61
20230860,高等数学,86
20230861,概率统计,82
20230861,计算机网络,63
20230861,线性代数,78
20230861,操作系统,11
20230861,数据库原理,62
20230861,数据结构,81
20230862,数据结构,67
20230862,概率统计,58
20230862,数据库原理,52
20230862,高等数学,97
20230862,线性代数,72
20230863,计算机网络,64
20230863,数据结构,86
20230863,操作系统,85
20230863,概率统计,69
20230863,高等数学,59
20230864,线性代数,83
20230864,概率统计,60
20230864,数据库原理,72
20230864,数据结构,75
20230864,高等数学,74
20230865,数据结构,93
20230865,操作系统,88
20230865,数据库原理,60
20230865,计算机网络,83
20230865,高等数学,65
20230866,线性代数,76
20230866,操作系统,62
20230866,数据库原理,79
20230866,高等数学,48
20230866,数据结构,66
20230867,高等数学,52
20230867,线性代数,77
20230867,数据库原理,46
20230867,概率统计,66
20230867,数据结构,56
20230867,计算机网络,84
20230867,操作系统,65
20230868,高等数学,89
20230868,线性代数,68
20230868,数据库原理,58
20230868,操作系统,59
20230868,数据结构,88
20230869,计算机网络,98
20230869,数据库原理,51
20230869,操作系统,77
20230869,数据结构,79
20230869,概率统计,73
20230870,操作系统,71
20230870,数据库原理,87
20230870,计算机网络,80
20230870,线性代数,74
20230870,概率统计,71
20230871,数据结构,70
20230871,操作系统,60
20230871,高等数学,56
20230871,线性代数,58
20230871,计算机网络,61
20230872,高等数学,82
20230872,线性代数,74
20230872,数据库原理,79
20230872,操作系统,71
20230872,计算机网络,100
20230873,计算机网络,85
20230873,线性代数,67
20230873,数据结构,75
20230873,数据库原理,61
20230873,高等数学,53
20230874,数据结构,52
20230874,高等数学,53
20230874,计算机网络,82
20230874,操作系统,90
20230874,线性代数,100
20230875,高等数学,71
20230875,操作系统,73
20230875,数据结构,64
20230875,计算机网络,82
20230875,概率统计,84
20230875,数据库原理,69
20230875,线性代数,85
20230876,线性代数,100
20230876,高等数学,91
20230876,数据结构,59
20230876,操作系统,88
20230876,概率统计,76
20230877,高等数学,56
20230877,计算机网络,80
20230877,概率统计,87
20230877,线性代数,75
20230877,数据结构,53
20230878,操作系统,77
20230878,计算机网络,91
20230878,概率统计,61
20230878,数据结构,62
20230878,高等数学,76
20230879,操作系统,66
20230879,数据库原理,81
20230879,计算机网络,68
20230879,数据结构,90
20230879,线性代数,91
20230879,概率统计,92
20230879,高等数学,91
20230880,数据结构,85
20230880,计算机网络,57
20230880,线性代数,76
20230880,概率统计,73
20230880,操作系统,53
20230881,数据库原理,92
20230881,数据结构,86
20230881,操作系统,100
20230881,概率统计,77
20230881,线性代数,70
20230881,高等数学,40
20230882,操作系统,95
20230882,高等数学,54
20230882,计算机网络,66
20230882,数据结构,64
20230882,概率统计,95
20230882,数据库原理,73
20230882,线性代数,70
20230883,高等数学,76
20230883,线性代数,78
20230883,计算机网络,69
20230883,数据库原理,100
20230883,操作系统,59
20230883,数据结构,38
20230884,线性代数,73
20230884,数据库原理,79
20230884,数据结构,85
20230884,计算机网络,100
20230884,高等数学,77
20230885,线性代数,77
20230885,计算机网络,46
20230885,高等数学,73
20230885,操作系统,66
20230885,概率统计,88
20230885,数据库原理,69
20230885,数据结构,69
20230886,数据结构,73
20230886,操作系统,71
20230886,线性代数,71
20230886,高等数学,67
20230886,计算机网络,66
20230886,数据库原理,74
20230887,高等数学,77
20230887,数据库原理,100
20230887,计算机网络,73
20230887,概率统计,68
20230887,操作系统,56
20230887,数据结构,90
20230887,线性代数,40
20230888,高等数学,77
20230888,数据结构,85
20230888,数据库原理,59
20230888,计算机网络,60
20230888,概率统计,86
20230888,线性代数,85
20230888,操作系统,69
20230889,操作系统,73
20230889,高等数学,81
20230889,计算机网络,57
20230889,概率统计,62
20230889,数据库原理,77
20230889,数据结构,61
20230890,数据库原理,84
20230890,线性代数,65
20230890,概率统计,56
20230890,操作系统,68
20230890,计算机网络,95
20230891,操作系统,76
20230891,数据库原理,81
20230891,数据结构,62
20230891,高等数学,64
20230891,概率统计,71
20230891,线性代数,77
20230891,计算机网络,72
20230892,数据结构,55
20230892,计算机网络,83
20230892,概率统计,66
20230892,数据库原理,74
20230892,线性代数,92
20230892,操作系统,77
20230893,计算机网络,65
20230893,概率统计,65
20230893,线性代数,71
20230893,数据结构,52
20230893,操作系统,62
20230893,高等数学,83
20230893,数据库原理,76
20230894,数据库原理,61
20230894,高等数学,71
20230894,操作系统,60
20230894,数据结构,80
20230894,概率统计,68
20230894,线性代数,100
20230894,计算机网络,100
20230895,计算机网络,90
20230895,高等数学,75
20230895,操作系统,96
20230895,概率统计,66
20230895,数据库原理,72
20230896,计算机网络,63
20230896,概率统计,77
20230896,数据结构,58
20230896,线性代数,78
20230896,高等数学,67
20230896,数据库原理,93
20230897,线性代数,100
20230897,计算机网络,99
20230897,数据库原理,75
20230897,操作系统,77
20230897,数据结构,77
20230897,概率统计,75
20230898,操作系统,100
20230898,线性代数,82
20230898,高等数学,91
20230898,数据库原理,57
20230898,概率统计,94
20230899,概率统计,70
20230899,数据库原理,66
20230899,操作系统,83
20230899,数据结构,95
20230899,高等数学,83
20230899,计算机网络,78
20230899,线性代数,100
20230900,数据库原理,49
20230900,计算机网络,88
20230900,线性代数,89
20230900,概率统计,94
20230900,数据结构,72
20230900,高等数学,85
20230901,操作系统,61
20230901,高等数学,69
20230901,数据库原理,78
20230901,数据结构,57
20230901,线性代数,84
20230901,概率统计,61
20230901,计算机网络,73
20230902,概率统计,74
20230902,操作系统,63
20230902,高等数学,87
20230902,线性代数,77
20230902,计算机网络,88
20230902,数据结构,69
20230902,数据库原理,60
20230903,操作系统,61
20230903,数据结构,55
20230903,线性代数,86
20230903,数据库原理,52
20230903,计算机网络,100
20230904,数据结构,64
20230904,操作系统,77
20230904,高等数学,87
20230904,线性代数,85
20230904,数据库原理,75
20230904,概率统计,87
20230904,计算机网络,97
20230905,计算机网络,69
20230905,数据结构,67
20230905,线性代数,75
20230905,操作系统,70
20230905,概率统计,89
20230905,高等数学,71
20230905,数据库原理,65
20230906,概率统计,79
20230906,数据库原理,95
20230906,计算机网络,94
20230906,线性代数,54
20230906,数据结构,78
20230907,操作系统,66
20230907,计算机网络,88
20230907,高等数学,100
20230907,数据结构,89
20230907,线性代数,58
20230907,概率统计,87
20230907,数据库原理,65
20230908,数据结构,55
20230908,概率统计,69
20230908,计算机网络,77
20230908,数据库原理,74
20230908,高等数学,79
20230909,概率统计,77
20230909,操作系统,82
20230909,数据库原理,84
20230909,数据结构,76
20230909,高等数学,96
20230909,线性代数,90
20230910,概率统计,84
20230910,高等数学,85
20230910,计算机网络,71
20230910,操作系统,83
20230910,线性代数,87
20230911,数据库原理,60
20230911,操作系统,72
20230911,计算机网络,68
20230911,高等数学,81
20230911,线性代数,83
20230912,数据结构,88
20230912,操作系统,74
20230912,数据库原理,92
20230912,概率统计,78
20230912,线性代数,49
20230913,计算机网络,43
20230913,线性代数,64
20230913,数据结构,100
20230913,操作系统,82
20230913,概率统计,64
20230913,数据库原理,81
20230913,高等数学,85
20230914,操作系统,97
20230914,概率统计,77
20230914,数据结构,70
20230914,数据库原理,91
20230914,线性代数,87
20230915,线性代数,78
20230915,计算机网络,84
20230915,数据库原理,64
20230915,高等数学,51
20230915,操作系统,50
20230916,数据结构,100
20230916,计算机网络,86
20230916,概率统计,44
20230916,数据库原理,62
20230916,线性代数,59
20230917,数据结构,61
20230917,操作系统,94
20230917,线性代数,84
20230917,数据库原理,60
20230917,高等数学,77
20230918,操作系统,100
20230918,高等数学,53
20230918,数据库原理,52
20230918,线性代数,71
20230918,计算机网络,28
20230918,数据结构,88
20230919,操作系统,88
20230919,概率统计,53
20230919,数据库原理,62
20230919,数据结构,67
20230919,高等数学,72
20230919,线性代数,92
20230919,计算机网络,83
20230920,数据库原理,100
20230920,操作系统,77
20230920,计算机网络,82
20230920,概率统计,84
20230920,线性代数,50
20230921,高等数学,72
20230921,操作系统,67
20230921,概率统计,82
20230921,数据结构,93
20230921,线性代数,80
20230921,计算机网络,92
20230922,线性代数,74
20230922,高等数学,71
20230922,概率统计,64
20230922,数据结构,55
20230922,操作系统,80
20230922,计算机网络,67
20230923,线性代数,78
20230923,数据库原理,85
20230923,高等数学,52
20230923,概率统计,59
20230923,数据结构,83
20230924,线性代数,72
20230924,高等数学,95
20230924,操作系统,80
20230924,数据结构,79
20230924,概率统计,73
20230924,计算机网络,75
20230924,数据库原理,35
20230925,数据结构,62
20230925,高等数学,93
20230925,操作系统,92
20230925,数据库原理,69
20230925,线性代数,92
20230925,概率统计,90
20230926,操作系统,82
20230926,概率统计,62
20230926,数据结构,55
20230926,线性代数,68
20230926,高等数学,76
20230927,数据库原理,77
20230927,操作系统,91
20230927,数据结构,85
20230927,高等数学,61
20230927,计算机网络,94
20230927,概率统计,70
20230927,线性代数,75
20230928,概率统计,48
20230928,计算机网络,97
20230928,数据库原理,75
20230928,操作系统,85
20230928,线性代数,91
20230928,数据结构,78
20230929,数据结构,73
20230929,高等数学,100
20230929,概率统计,97
20230929,线性代数,79
20230929,操作系统,75
20230929,计算机网络,92
20230930,计算机网络,85
20230930,概率统计,61
20230930,数据结构,82
20230930,数据库原理,61
20230930,高等数学,90
20230931,数据结构,52
20230931,概率统计,99
20230931,数据库原理,85
20230931,线性代数,74
20230931,高等数学,84
20230932,操作系统,78
20230932,高等数学,73
20230932,数据库原理,89
20230932,概率统计,71
20230932,计算机网络,72
20230933,概率统计,70
20230933,线性代数,72
20230933,计算机网络,80
20230933,高等数学,85
20230933,操作系统,36
20230934,数据结构,58
20230934,高等数学,53
20230934,线性代数,59
20230934,数据库原理,78
20230934,操作系统,76
20230934,概率统计,77
20230935,数据库原理,72
20230935,数据结构,65
20230935,线性代数,67
20230935,概率统计,84
20230935,计算机网络,56
20230935,高等数学,92
20230935,操作系统,92
20230936,高等数学,74
20230936,操作系统,79
20230936,概率统计,84
20230936,数据库原理,64
20230936,数据结构,66
20230936,线性代数,66
20230937,高等数学,80
20230937,计算机网络,80
20230937,概率统计,77
20230937,操作系统,61
20230937,数据库原理,83
20230937,线性代数,57
20230937,数据结构,65
20230938,数据结构,76
20230938,操作系统,92
20230938,计算机网络,67
20230938,线性代数,70
20230938,高等数学,68
20230938,概率统计,73
20230939,高等数学,56
20230939,操作系统,89
20230939,数据结构,84
20230939,概率统计,82
20230939,数据库原理,90
20230940,计算机网络,66
20230940,线性代数,73
20230940,概率统计,56
20230940,数据库原理,58
20230940,数据结构,75
20230940,操作系统,78
20230941,数据库原理,67
20230941,操作系统,57
20230941,高等数学,71
20230941,线性代数,92
20230941,概率统计,83
20230942,线性代数,80
20230942,概率统计,86
20230942,计算机网络,46
20230942,操作系统,57
20230942,高等数学,83
20230942,数据库原理,75
20230942,数据结构,63
20230943,数据结构,71
20230943,高等数学,82
20230943,计算机网络,74
20230943,数据库原理,79
20230943,操作系统,73
20230943,线性代数,76
20230944,线性代数,76
20230944,数据结构,62
20230944,高等数学,87
20230944,数据库原理,73
20230944,计算机网络,100
20230945,高等数学,64
20230945,数据结构,91
20230945,概率统计,65
20230945,数据库原理,98
20230945,操作系统,60
20230945,线性代数,95
20230946,操作系统,66
20230946,计算机网络,90
20230946,高等数学,92
20230946,线性代数,68
20230946,数据结构,75
20230946,概率统计,82
20230947,概率统计,75
20230947,计算机网络,65
20230947,数据结构,66
20230947,操作系统,70
20230947,线性代数,100
20230947,数据库原理,70
20230947,高等数学,69
20230948,高等数学,85
20230948,概率统计,60
20230948,数据库原理,74
20230948,线性代数,67
20230948,数据结构,73
20230948,计算机网络,35
20230948,操作系统,65
20230949,线性代数,74
20230949,操作系统,88
20230949,概率统计,62
20230949,计算机网络,78
20230949,高等数学,88
20230949,数据库原理,70
20230950,数据结构,77
20230950,数据库原理,87
20230950,线性代数,77
20230950,操作系统,83
20230950,高等数学,60
20230951,高等数学,96
20230951,线性代数,61
20230951,概率统计,81
20230951,数据结构,90
20230951,操作系统,82
20230952,操作系统,84
20230952,高等数学,60
20230952,概率统计,72
20230952,数据结构,70
20230952,数据库原理,72
20230953,概率统计,73
20230953,数据库原理,89
20230953,高等数学,64
20230953,计算机网络,75
20230953,数据结构,60
20230953,线性代数,57
20230953,操作系统,55
20230954,计算机网络,93
20230954,线性代数,73
20230954,数据结构,78
20230954,概率统计,65
20230954,高等数学,63
20230954,数据库原理,93
20230955,计算机网络,100
20230955,线性代数,43
20230955,高等数学,83
20230955,数据库原理,81
20230955,操作系统,79
20230956,数据结构,57
20230956,线性代数,81
20230956,概率统计,49
20230956,操作系统,63
20230956,计算机网络,70
20230956,高等数学,100
20230956,数据库原理,76
20230957,数据结构,75
20230957,操作系统,71
20230957,计算机网络,66
20230957,概率统计,65
20230957,线性代数,84
20230957,数据库原理,90
20230957,高等数学,67
20230958,数据库原理,81
20230958,高等数学,85
20230958,计算机网络,79
20230958,概率统计,81
20230958,操作系统,71
20230958,线性代数,66
20230959,线性代数,83
20230959,操作系统,70
20230959,概率统计,75
20230959,计算机网络,38
20230959,数据结构,72
20230960,数据结构,88
20230960,计算机网络,52
20230960,操作系统,83
20230960,数据库原理,76
20230960,概率统计,85
20230960,高等数学,46
20230960,线性代数,67
20230961,线性代数,92
20230961,数据库原理,80
20230961,数据结构,75
20230961,高等数学,80
20230961,计算机网络,69
20230961,操作系统,87
20230961,概率统计,100
20230962,操作系统,93
20230962,数据库原理,65
20230962,数据结构,55
20230962,概率统计,56
20230962,线性代数,58
20230962,高等数学,77
20230962,计算机网络,61
20230963,高等数学,66
20230963,操作系统,79
20230963,概率统计,66
20230963,计算机网络,64
20230963,数据库原理,100
20230963,线性代数,32
20230963,数据结构,69
20230964,概率统计,100
20230964,计算机网络,73
20230964,线性代数,86
20230964,操作系统,75
20230964,高等数学,79
20230965,数据结构,71
20230965,高等数学,70
20230965,数据库原理,81
20230965,概率统计,48
20230965,计算机网络,83
20230966,数据库原理,98
20230966,线性代数,60
20230966,高等数学,72
20230966,计算机网络,62
20230966,概率统计,87
20230967,数据结构,100
20230967,数据库原理,90
20230967,概率统计,74
20230967,高等数学,99
20230967,线性代数,53
20230968,概率统计,81
20230968,线性代数,62
20230968,数据库原理,62
20230968,高等数学,76
20230968,计算机网络,61
20230968,操作系统,87
20230968,数据结构,80
20230969,计算机网络,94
20230969,线性代数,67
20230969,数据库原理,69
20230969,概率统计,59
20230969,高等数学,78
20230970,数据结构,100
20230970,高等数学,73
20230970,计算机网络,31
20230970,数据库原理,85
20230970,线性代数,76
20230970,概率统计,68
20230970,操作系统,79
20230971,数据结构,85
20230971,线性代数,67
20230971,操作系统,59
20230971,计算机网络,63
20230971,高等数学,64
20230972,数据库原理,70
20230972,数据结构,74
20230972,操作系统,87
20230972,线性代数,66
20230972,高等数学,74
20230972,计算机网络,32
20230972,概率统计,79
20230973,数据库原理,60
20230973,计算机网络,62
20230973,概率统计,100
20230973,操作系统,32
20230973,高等数学,71
20230974,高等数学,72
20230974,操作系统,99
20230974,概率统计,57
20230974,线性代数,61
20230974,数据库原理,71
20230974,计算机网络,72
20230974,数据结构,64
20230975,操作系统,64
20230975,计算机网络,100
20230975,概率统计,65
20230975,数据结构,81
20230975,高等数学,58
20230976,数据库原理,78
20230976,线性代数,100
20230976,操作系统,84
20230976,计算机网络,100
20230976,概率统计,62
20230976,高等数学,70
20230976,数据结构,88
20230977,高等数学,48
20230977,数据库原理,99
20230977,概率统计,63
20230977,计算机网络,54
20230977,数据结构,83
20230977,线性代数,91
20230977,操作系统,81
20230978,高等数学,46
20230978,操作系统,59
20230978,数据库原理,82
20230978,概率统计,84
20230978,数据结构,70
20230979,数据结构,100
20230979,数据库原理,100
20230979,操作系统,77
20230979,概率统计,71
20230979,计算机网络,77
20230979,高等数学,57
20230980,数据库原理,78
20230980,操作系统,87
20230980,计算机网络,59
20230980,线性代数,70
20230980,数据结构,78
20230981,线性代数,77
20230981,操作系统,71
20230981,计算机网络,84
20230981,数据库原理,79
20230981,概率统计,79
20230981,高等数学,59
20230981,数据结构,91
20230982,操作系统,67
20230982,计算机网络,99
20230982,高等数学,55
20230982,数据结构,59
20230982,线性代数,91
20230982,数据库原理,65
20230982,概率统计,98
20230983,操作系统,43
20230983,概率统计,83
20230983,线性代数,75
20230983,数据库原理,59
20230983,高等数学,83
20230984,数据结构,67
20230984,高等数学,77
20230984,线性代数,78
20230984,计算机网络,79
20230984,操作系统,71
20230984,概率统计,97
20230985,操作系统,62
20230985,线性代数,88
20230985,数据库原理,87
20230985,计算机网络,62
20230985,概率统计,69
20230986,操作系统,92
20230986,高等数学,96
20230986,数据库原理,55
20230986,计算机网络,52
20230986,线性代数,79
20230986,数据结构,63
20230987,概率统计,100
20230987,数据库原理,93
20230987,高等数学,84
20230987,线性代数,47
20230987,计算机网络,76
20230987,数据结构,84
20230988,操作系统,67
20230988,计算机网络,84
20230988,概率统计,100
20230988,数据库原理,62
20230988,高等数学,49
20230989,操作系统,82
20230989,概率统计,69
20230989,高等数学,84
20230989,计算机网络,77
20230989,数据库原理,71
20230989,数据结构,69
20230990,概率统计,49
20230990,高等数学,68
20230990,数据结构,74
20230990,计算机网络,54
20230990,数据库原理,96
20230991,高等数学,91
20230991,线性代数,72
20230991,数据结构,62
20230991,数据库原理,51
20230991,计算机网络,64
20230992,高等数学,72
20230992,计算机网络,60
20230992,数据结构,83
20230992,数据库原理,62
20230992,操作系统,69
20230992,概率统计,84
20230993,概率统计,60
20230993,操作系统,73
20230993,数据结构,79
20230993,线性代数,94
20230993,计算机网络,85
20230994,数据库原理,49
20230994,线性代数,86
20230994,高等数学,72
20230994,操作系统,50
20230994,概率统计,61
20230994,数据结构,98
20230994,计算机网络,49
20230995,操作系统,91
20230995,线性代数,74
20230995,高等数学,17
20230995,计算机网络,62
20230995,概率统计,77
20230995,数据库原理,55
20230996,计算机网络,84
20230996,线性代数,96
20230996,数据结构,70
20230996,数据库原理,63
20230996,概率统计,87
20230996,高等数学,76
20230997,线性代数,97
20230997,操作系统,82
20230997,高等数学,65
20230997,概率统计,93
20230997,计算机网络,65
20230997,数据库原理,68
20230998,线性代数,61
20230998,计算机网络,34
20230998,数据库原理,97
20230998,概率统计,74
20230998,高等数学,95
20230999,数据库原理,82
20230999,计算机网络,47
20230999,线性代数,83
20230999,概率统计,63
20230999,数据结构,87
20230999,高等数学,71
20230999,操作系统,62
